Player,Married?,Tournament Earnings($),Rank,Year
Aljaz Bedene,Yes,41244,165,2011,
Federico Delbonis,Yes,75418,166,2011,
Simone Vagnozzi,No,78106,167,2011,
Jan Hernych,No,105256,168,2011,
Alex Kuznetsov,No,4780,169,2011,
Dominik Meffert,No,59500,170,2011,
Florent Serra,No,162229,171,2011,
Gastao Elias,No,43000,172,2011,
Tsung-Hua Yang,No,5967,173,2011,
David Goffin,No,68176,174,2011,
Stefano Galvani,No,40660,175,2011,
Vincent Millot,Yes,104229,176,2011,
Marco Chiudinelli,No,96927,177,2011,
Roberto Bautista Agut,Yes,62686,178,2011,
Michael Yani,No,75037,179,2011,
Brian Dabul,No,103679,180,2011,
Konstantin Kravchuk,Yes,8887,181,2011,
Uladzimir Ignatik,No,48319,182,2011,
Ivo Minar,No,60461,183,2011,
Javier Marti,No,74411,184,2011,
Nikola Ciric,No,56745,185,2011,
Lleyton Hewitt,Yes,147443,186,2011,
Bastian Knittel,No,73093,187,2011,
Guillermo Olaso,No,58685,188,2011,
Denis Gremelmayr,No,130549,189,2011,
Dusan Lajovic,No,57818,190,2011,
Ivan Navarro,No,64785,191,2011,
Joao Sousa,No,51106,192,2011,
Yuri Schukin,No,60372,193,2011,
Martin Alund,No,22117,194,2011,
Harri Heliovaara,No,13348,195,2011,
Greg Jones,No,67126,196,2011,
David Guez,No,60594,197,2011,
Laurynas Grigelis,No,3622,198,2011,
Pavol Cervenak,No,50572,199,2011,
Igor Sijsling,No,78111,200,2011,
Rafael Nadal,Yes,8462984,1,2010,
Roger Federer,Yes,6685303,2,2010,
Novak Djokovic,Yes,3743806,3,2010,
Andy Murray,Yes,3466862,4,2010,
Robin Soderling,No,3325503,5,2010,
Tomas Berdych,Yes,2221661,6,2010,
David Ferrer,Yes,2291308,7,2010,
Andy Roddick,No,1901336,8,2010,
Fernando Verdasco,Yes,1738109,9,2010,
Mikhail Youzhny,Yes,1618897,10,2010,
Jurgen Melzer,Yes,426378,11,2010,
Gael Monfils,No,1261740,12,2010,
Jo-Wilfried Tsonga,Yes,1138025,13,2010,
Marin Cilic,Yes,1130857,14,2010,
Nicolas Almagro,Yes,1092880,15,2010,
Mardy Fish,Yes,808413,16,2010,
Ivan Ljubicic,Yes,1195319,17,2010,
Sam Querrey,Yes,1074562,18,2010,
John Isner,Yes,904620,19,2010,
Marcos Baghdatis,Yes,935483,20,2010,
Stan Wawrinka,No,845980,21,2010,
Nikolay Davydenko,Yes,946156,22,2010,
Michael Llodra,Yes,696665,23,2010,
Ernests Gulbis,Yes,680867,24,2010,
Albert Montanes,No,797215,25,2010,
Juan Monaco,No,724443,26,2010,
David Nalbandian,No,597046,27,2010,
Viktor Troicki,Yes,801338,28,2010,
Juan Carlos Ferrero,No,731393,29,2010,
Richard Gasquet,No,642344,30,2010,
Thomaz Bellucci,Yes,629309,31,2010,
Feliciano Lopez,No,648713,32,2010,
Guillermo Garcia-Lopez,No,630070,33,2010,
Philipp Kohlschreiber,Yes,637513,34,2010,
Yen-Hsun Lu,Yes,479533,35,2010,
Andrey Golubev,No,664752,36,2010,
Florian Mayer,No,469928,37,2010,
Juan Ignacio Chela,Yes,505381,38,2010,
Jarkko Nieminen,Yes,469137,39,2010,
Denis Istomin,No,525307,40,2010,
Gilles Simon,No,523786,41,2010,
Marcel Granollers,No,525676,42,2010,
Thiemo de Bakker,No,515137,43,2010,
Julien Benneteau,Yes,477598,44,2010,
Jeremy Chardy,Yes,484045,45,2010,
Sergiy Stakhovsky,Yes,531864,46,2010,
Potito Starace,No,452476,47,2010,
Alexandr Dolgopolov,No,422162,48,2010,
Janko Tipsarevic,Yes,439773,49,2010,
Tommy Robredo,No,498691,50,2010,
Victor Hanescu,Yes,476161,51,2010,
Andreas Seppi,Yes,481348,52,2010,
Benjamin Becker,Yes,476648,53,2010,
Lleyton Hewitt,Yes,492152,54,2010,
Fabio Fognini,Yes,375499,55,2010,
Daniel Gimeno-Traver,Yes,389302,56,2010,
Philipp Petzschner,Yes,301139,57,2010,
Michael Berrer,No,477112,58,2010,
Mikhail Kukushkin,No,272648,59,2010,
Xavier Malisse,No,370699,60,2010,
Kevin Anderson,Yes,300355,61,2010,
Radek Stepanek,No,337177,62,2010,
Pablo Cuevas,No,360882,63,2010,
Santiago Giraldo,No,349633,64,2010,
Robin Haase,No,225791,65,2010,
Carlos Berlocq,Yes,111827,66,2010,
Tobias Kamke,No,209742,67,2010,
Fernando Gonzalez,No,274358,68,2010,
Florent Serra,No,393719,69,2010,
Lukasz Kubot,No,318695,70,2010,
Pablo Andujar,Yes,174048,71,2010,
Pere Riba,No,199155,72,2010,
Ivo Karlovic,Yes,258401,73,2010,
Eduardo Schwank,No,396563,74,2010,
Dudi Sela,Yes,255594,75,2010,
Ricardo Mello,No,167869,76,2010,
Ruben Ramirez Hidalgo,No,102288,77,2010,
Arnaud Clement,No,351534,78,2010,
Igor Andreev,No,299378,79,2010,
Teymuraz Gabashvili,No,297328,80,2010,
Illya Marchenko,No,303324,81,2010,
Mischa Zverev,Yes,299249,82,2010,
Adrian Mannarino,No,144932,83,2010,
Rainer Schuettler,No,260617,84,2010,
Brian Dabul,No,108920,85,2010,
Michal Przysiezny,No,191439,86,2010,
Ricardas Berankis,No,137564,87,2010,
Ivan Dodig,Yes,11604,88,2010,
Lukas Lacko,No,306774,89,2010,
Marsel Ilhan,No,176366,90,2010,
Filippo Volandri,No,117918,91,2010,
Dustin Brown,No,173861,92,2010,
Rui Machado,No,99373,93,2010,
Leonardo Mayer,Yes,262895,94,2010,
Jan Hajek,No,250831,95,2010,
Marcos Daniel,Yes,137943,96,2010,
Paul-Henri Mathieu,Yes,369643,97,2010,
Kei Nishikori,No,167200,98,2010,
Michael Russell,Yes,291836,99,2010,
Igor Kunitsyn,Yes,210015,100,2010,
Fred Gil,No,219231,101,2010,
Bjorn Phau,No,184303,102,2010,
Karol Beck,No,172494,103,2010,
Daniel Brands,No,285751,104,2010,
Alejandro Falla,Yes,288086,105,2010,
Grigor Dimitrov,No,60301,106,2010,
Simone Bolelli,Yes,35718,107,2010,
Somdev Devvarman,No,172060,108,2010,
Steve Darcis,No,150447,109,2010,
Horacio Zeballos,Yes,144750,110,2010,
Joao Souza,No,89707,111,2010,
Blaz Kavcic,No,133442,112,2010,
Olivier Rochus,No,301032,113,2010,
Julian Reister,No,145575,114,2010,
Robert Kendrick,No,91075,115,2010,
Ryan Sweeting,No,149240,116,2010,
Marco Chiudinelli,No,319954,117,2010,
Taylor Dent,Yes,254618,118,2010,
Andreas Haider-Maurer,Yes,145793,119,2010,
Go Soeda,No,83512,120,2010,
Denis Gremelmayr,No,60308,121,2010,
Stephane Robert,No,230609,122,2010,
Albert Ramos-Vinolas,Yes,107457,123,2010,
Edouard Roger-Vasselin,Yes,33560,124,2010,
Yuri Schukin,No,94902,125,2010,
Igor Sijsling,No,89698,126,2010,
Donald Young,No,117531,127,2010,
Jesse Huta Galung,No,60142,128,2010,
Conor Niland,No,82382,129,2010,
Simon Greul,No,266986,130,2010,
Stefan Koubek,Yes,144088,131,2010,
Nicolas Mahut,No,50979,132,2010,
Martin Fischer,No,102659,133,2010,
Gilles Muller,Yes,74720,134,2010,
James Blake,No,246645,135,2010,
Stephane Bohli,No,86955,136,2010,
Peter Luczak,Yes,234928,137,2010,
Marinko Matosevic,No,84685,138,2010,
Jaroslav Pospisil,No,4201,139,2010,
Evgeny Korolev,No,258397,140,2010,
Maximo Gonzalez,No,33541,141,2010,
Grega Zemlja,No,113823,142,2010,
Paolo Lorenzi,Yes,162861,143,2010,
Robby Ginepri,No,260781,144,2010,
Eric Prodon,No,40400,145,2010,
Konstantin Kravchuk,Yes,6378,146,2010,
Daniel Munoz de la Nava,No,80177,147,2010,
Diego Junqueira,No,60318,148,2010,
Ilija Bozoljac,No,106887,149,2010,
Thiago Alves,No,88632,150,2010,
Marc Gicquel,Yes,164611,151,2010,
Benoit Paire,No,99989,152,2010,
Carsten Ball,No,138594,153,2010,
Andreas Beck,Yes,209161,154,2010,
Martin Klizan,No,83122,155,2010,
Milos Raonic,No,88865,156,2010,
Josselin Ouanna,No,115251,157,2010,
Rogerio Dutra Silva,Yes,32324,158,2010,
Alexander Kudryavtsev,Yes,60629,159,2010,
Federico Delbonis,Yes,51815,160,2010,
Jerzy Janowicz,No,45742,161,2010,
Alessio Di Mauro,No,44477,162,2010,
Bobby Reynolds,No,57778,163,2010,
Lukas Rosol,No,77063,164,2010,
Paul Capdeville,No,54436,165,2010,
Alex Bogomolov Jr.,No,72350,166,2010,
Ivo Minar,No,37096,167,2010,
Thomas Schoorel,No,38984,168,2010,
David Guez,No,104027,169,2010,
Roberto Bautista Agut,Yes,77438,170,2010,
Tim Smyczek,Yes,72358,171,2010,
Carlos Salamanca,No,45080,172,2010,
Ryan Harrison,Yes,132028,173,2010,
Izak Van der Merwe,No,52020,174,2010,
Juan Pablo Brzezicki,No,47839,175,2010,
Victor Crivoi,No,74397,176,2010,
Andrej Martin,No,43998,177,2010,
Ruben Bemelmans,No,75834,178,2010,
Simone Vagnozzi,No,53645,179,2010,
Yuichi Sugita,No,44794,180,2010,
Rik De Voest,Yes,75047,181,2010,
Franko Skugor,No,8360,182,2010,
Tatsuma Ito,No,49311,183,2010,
Rajeev Ram,Yes,97405,184,2010,
Adrian Ungur,No,48043,185,2010,
Nicolas Massu,No,92717,186,2010,
Matthias Bachinger,No,53210,187,2010,
Julio Silva,No,55204,188,2010,
Robert Farah,No,9940,189,2010,
Attila Balazs,No,34713,190,2010,
Antonio Veic,No,79263,191,2010,
Juan Sebastian Cabal,Yes,13401,192,2010,
Ivan Navarro,No,99135,193,2010,
Ramon Delgado,No,73157,194,2010,
Olivier Patience,No,57270,195,2010,
Matthew Ebden,Yes,59717,196,2010,
Dmitry Tursunov,No,152604,197,2010,
Nikola Ciric,No,27574,198,2010,
Ivan Sergeyev,No,3485,199,2010,
Guillermo Alcaide,No,51769,200,2010,
