Player,Married?,Tournament Earnings($),Rank,Year
Alexander Satschko,No,8862,158,2010,
Bobby Reynolds,No,57778,159,2010,
Robert Farah,No,9940,160,2010,
Gerard Granollers,No,11773,161,2010,
Uladzimir Ignatik,No,38551,162,2010,
Novak Djokovic,Yes,3743806,163,2010,
Guillermo Garcia-Lopez,No,630070,164,2010,
Olivier Charroin,No,2024,165,2010,
Frederik Nielsen,No,9259,166,2010,
Simone Bolelli,Yes,35718,167,2010,
Igor Kunitsyn,Yes,210015,168,2010,
Chris Eaton,No,10684,169,2010,
Andis Juska,No,18251,170,2010,
Diego Junqueira,No,60318,171,2010,
Gero Kretschmer,Yes,14455,172,2010,
Ryan Harrison,Yes,132028,173,2010,
Evgeny Korolev,No,258397,174,2010,
Dudi Sela,Yes,255594,175,2010,
Robert Kendrick,No,91075,176,2010,
Igor Andreev,No,299378,177,2010,
Thomaz Bellucci,Yes,629309,178,2010,
Maximo Gonzalez,No,33541,179,2010,
Gabriel Trujillo-Soler,No,19301,180,2010,
Florian Mayer,No,469928,181,2010,
Artem Sitak,No,8929,182,2010,
Steve Darcis,No,150447,183,2010,
Jorge Aguilar,No,56340,184,2010,
Ivan Dodig,Yes,11604,185,2010,
Joao Souza,No,89707,186,2010,
Raven Klaasen,Yes,9611,187,2010,
Simon Greul,No,266986,188,2010,
Lukas Rosol,No,77063,189,2010,
Guillermo Olaso,No,33199,190,2010,
Rui Machado,No,99373,191,2010,
Alexander Kudryavtsev,Yes,60629,192,2010,
Rogerio Dutra Silva,Yes,32324,193,2010,
Dominik Meffert,No,32694,194,2010,
Alessio Di Mauro,No,44477,195,2010,
Vincent Stouff,No,1139,196,2010,
Philipp Kohlschreiber,Yes,637513,197,2010,
Joseph Sirianni,No,30033,198,2010,
Nikolaus Moser,No,13636,199,2010,
Victor Estrella Burgos,No,25063,200,2010,
